order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount
O01507,10/13/2023,C0183,P0481,S025,In-Store,2.00,134.56,0.20,215.3
O01508,12/26/2023,C0200,P1104,S042,In-Store,1.00,354.64,0.05,336.91
O01509,9/6/2024,C0630,P0925,,Online,2.00,65.74,0.00,131.48
O01510,9/14/2024,C0065,P0944,S034,In-Store,1.00,64.12,0.20,51.3
O01511,12/28/2024,C0153,P1176,S032,In-Store,3.00,50.72,0.20,121.73
O01512,9/22/2023,C0157,P0265,,In-Store,1.00,145.45,0.05,138.18
O01513,10/2/2024,C0767,P0078,S034,In-Store,2.00,123.08,0.10,221.54
O01514,10/5/2023,C0000,P0816,S043,In-Store,3.00,235.03,0.05,669.84
O01515,5/6/2023,C0712,P0551,S042,In-Store,2.00,170.18,0.10,306.32
O01516,12/24/2023,C0399,P0780,S021,In-Store,1.00,253.19,0.20,202.55
O01517,7/18/2024,C0031,P0255,,Online,1.00,21.15,0.05,20.09
O01518,4/20/2023,C0350,P0767,,Online,3.00,316.79,0.05,902.85
O01519,5/11/2023,C0402,P0943,S012,In-Store,1.00,181.12,0.05,172.06
O01520,9/2/2024,C0626,P0602,,Online,1.00,235.69,0.05,223.91
O01521,4/2/2025,C0136,P1090,S054,In-Store,1.00,32.87,0.10,29.58
O01522,8/31/2024,C0227,P0398,S057,In-Store,3.00,218.44,0.00,655.32
O01523,10/3/2024,C0168,P0533,,Online,2.00,299.75,0.10,539.55
O01524,7/20/2024,C0779,P0691,S059,In-Store,1.00,258.99,0.20,207.19
O01525,2/10/2025,C0351,P0796,,Online,1.00,87.96,0.05,83.56
O01526,10/1/2023,C0603,P0453,S014,In-Store,1.00,104.45,0.10,94.01
O01527,6/29/2024,C0179,P0757,,Online,1.00,88.95,0.00,88.95
O01528,4/26/2023,C0400,P0756,S017,In-Store,2.00,338.92,0.20,542.27
O01529,9/5/2024,C0395,P1144,S039,In-Store,1.00,116.88,0.10,105.19
O01530,6/17/2023,C0791,P0588,S014,In-Store,3.00,165.38,0.00,496.14
O01531,4/29/2024,C0643,P0245,,In-Store,2.00,271.37,0.00,542.74
O01532,12/11/2023,C0115,P0985,S010,In-Store,3.00,57.24,0.00,171.72
O01533,11/5/2024,C0721,P0683,S017,In-Store,1.00,27.06,0.00,27.06
O01534,2/16/2024,C0372,P0430,S005,In-Store,1.00,126.13,0.10,113.52
O01535,1/29/2024,C0110,P0669,S012,In-Store,1.00,95.28,0.00,95.28
O01536,2/27/2025,C0177,P0749,S013,In-Store,1.00,165.09,0.20,132.07
O01537,7/8/2024,C0537,P0199,,Online,2.00,115.92,0.20,185.47
O01538,9/6/2023,C0324,P0093,,Online,3.00,243.56,0.10,657.61
O01539,2/23/2024,C0153,P0223,,Online,1.00,69.61,0.00,69.61
O01540,5/12/2024,C0362,P0363,S039,In-Store,1.00,382.32,0.00,382.32
O01541,4/16/2024,C0536,P0968,S038,In-Store,1.00,177.96,0.05,169.06
O01542,8/11/2023,C0006,P0556,S015,In-Store,1.00,44.06,0.10,39.65
O01543,8/9/2023,C0140,P0677,S058,In-Store,2.00,244.62,0.20,391.39
O01544,7/16/2023,C0332,P1195,S050,In-Store,1.00,21.82,0.20,17.46
O01545,1/15/2024,C0286,P0611,S008,In-Store,1.00,121.34,0.20,97.07
O01546,3/26/2024,C0522,P0690,S057,In-Store,1.00,140.54,0.10,126.49
O01547,7/3/2023,C0347,P1038,S023,In-Store,1.00,95.34,0.10,85.81
O01548,11/9/2023,C0628,P0589,,Online,1.00,138.70,0.05,131.76
O01549,1/2/2024,C0629,P0243,S051,In-Store,1.00,62.91,0.20,50.33
O01550,11/13/2023,C0026,P0278,S000,In-Store,1.00,267.49,0.00,267.49
O01551,3/3/2025,C0314,P0762,S037,In-Store,1.00,116.90,0.05,111.06
O01552,6/19/2024,C0242,P0268,S052,In-Store,2.00,128.63,0.00,257.26
O01553,1/25/2024,C0324,P0141,,Online,3.00,30.16,0.10,81.43
O01554,9/25/2024,C0034,P1068,,Online,2.00,222.82,0.20,356.51
O01555,6/22/2023,C0186,P0205,,Online,2.00,14.31,0.10,25.76
O01556,9/3/2023,C0537,P0784,S039,In-Store,1.00,285.28,0.20,228.22
O01557,1/27/2024,C0706,P0454,,In-Store,2.00,57.81,0.20,92.5
O01558,9/18/2024,C0299,P0846,,Online,1.00,257.54,0.00,257.54
O01559,12/29/2023,C0527,P0343,S018,In-Store,1.00,135.09,0.05,128.34
O01560,11/2/2023,C0071,P1076,,Online,1.00,67.84,0.05,64.45
O01561,7/27/2023,C0108,P0273,,Online,3.00,125.14,0.00,375.42
O01562,6/5/2024,C0621,P0293,S041,In-Store,2.00,259.84,0.00,519.68
O01563,9/15/2023,C0639,P0189,,Online,2.00,177.09,0.00,354.18
O01564,11/30/2023,C0532,P0501,S031,In-Store,1.00,310.14,0.05,294.63
O01565,3/8/2024,C0566,P0948,S034,In-Store,1.00,335.29,0.05,318.53
O01566,11/26/2024,C0413,P1062,S042,In-Store,2.00,206.93,0.20,331.09
O01567,7/14/2023,C0185,P0716,S020,In-Store,2.00,380.68,0.10,685.22
O01568,4/6/2024,C0371,P1151,S030,In-Store,1.00,258.14,0.05,245.23
O01569,11/30/2024,C0584,P0066,S039,In-Store,1.00,224.19,0.00,224.19
O01570,9/25/2023,C0794,P0928,,In-Store,1.00,175.55,0.05,166.77
O01571,5/13/2023,C0401,P0108,S011,In-Store,2.00,29.29,0.20,46.86
O01572,2/6/2024,C0660,P0960,,Online,1.00,169.27,0.20,135.42
O01573,9/5/2024,C0203,P0907,S046,In-Store,1.00,221.46,0.05,210.39
O01574,10/27/2023,C0671,P1193,S053,In-Store,2.00,169.77,0.00,339.54
O01575,5/16/2023,C0176,P0317,S036,In-Store,2.00,171.54,0.05,325.93
O01576,6/4/2023,C0175,P0206,S051,In-Store,2.00,44.72,0.10,80.5
O01577,5/14/2023,C0599,P0154,S015,In-Store,2.00,179.52,0.05,341.09
O01578,3/7/2024,C0170,P0665,S044,In-Store,1.00,9.37,0.05,8.9
O01579,1/7/2024,C0553,P0416,S017,In-Store,1.00,166.68,0.10,150.01
O01580,1/6/2025,C0125,P1001,S029,In-Store,1.00,125.39,0.20,100.31
O01581,6/2/2023,C0402,P0593,,Online,3.00,71.58,0.00,214.74
O01582,3/19/2024,C0267,P0519,S017,In-Store,3.00,89.59,0.20,215.02
O01583,12/21/2023,C0742,P0238,,Online,2.00,30.72,0.20,49.15
O01584,5/26/2024,C0596,P0898,,Online,2.00,204.25,0.05,388.07
O01585,9/16/2023,C0165,P0113,S042,In-Store,2.00,238.00,0.20,380.8
O01586,8/9/2024,C0509,P0230,,Online,1.00,73.43,0.10,66.09
O01587,7/19/2024,C0571,P1062,,Online,1.00,206.93,0.05,196.58
O01588,2/14/2025,C0691,P0201,,Online,3.00,63.70,0.10,171.99
O01589,12/3/2023,C0572,P0111,S011,In-Store,1.00,184.61,0.00,184.61
O01590,8/21/2023,C0271,P1135,S051,In-Store,3.00,65.37,0.20,156.89
O01591,1/18/2024,C0518,P1165,S043,In-Store,1.00,111.55,0.05,105.97
O01592,7/10/2023,C0739,P0762,S022,In-Store,3.00,116.90,0.05,333.17
O01593,12/22/2023,C0547,P0807,S051,In-Store,1.00,135.25,0.00,135.25
O01594,7/23/2023,C0284,P0618,,Online,2.00,223.33,0.20,357.33
O01595,10/7/2023,C0586,P1175,S029,In-Store,1.00,26.47,0.00,26.47
O01596,1/31/2025,C0166,P0430,S036,In-Store,1.00,126.13,0.00,126.13
O01597,5/2/2024,C0152,P1182,,Online,2.00,275.08,0.10,495.14
O01598,9/22/2023,C0094,P0620,,Online,3.00,263.03,0.10,710.18
O01599,4/15/2023,C0752,P1047,,Online,1.00,126.31,0.05,119.99
O01600,10/9/2024,C0590,P0851,S005,In-Store,1.00,70.32,0.05,66.8
O01601,1/26/2025,C0511,P0190,S007,In-Store,1.00,232.24,0.05,220.63
O01602,8/7/2023,C0648,P0309,S007,In-Store,1.00,364.92,0.05,346.67
O01603,2/16/2024,C0703,P0942,S048,In-Store,2.00,193.87,0.05,368.35
O01604,2/5/2025,C0620,P0182,,Online,2.00,60.65,0.20,97.04
O01605,5/3/2024,C0132,P0370,,Online,1.00,106.39,0.00,106.39
O01606,9/18/2024,C0740,P0702,S059,In-Store,3.00,286.80,0.20,688.32
O01607,7/19/2024,C0202,P0438,,Online,2.00,270.30,0.05,513.57
O01608,8/17/2024,C0345,P0426,S042,In-Store,1.00,289.27,0.05,274.81
O01609,6/10/2024,C0681,P0617,S006,In-Store,1.00,43.85,0.05,41.66
O01610,1/18/2024,C0288,P0360,,Online,1.00,46.47,0.10,41.82
O01611,1/25/2025,C0571,P0808,S008,In-Store,1.00,276.80,0.10,249.12
O01612,12/21/2024,C0590,P0668,S009,In-Store,2.00,153.87,0.10,276.97
O01613,12/19/2023,C0017,P0510,,Online,2.00,156.58,0.10,281.84
O01614,4/25/2024,C0358,P0779,S004,In-Store,1.00,113.02,0.00,113.02
O01615,11/14/2024,C0219,P1165,S008,In-Store,2.00,111.55,0.20,178.48
O01616,1/29/2024,C0794,P0199,,Online,2.00,115.92,0.20,185.47
O01617,9/16/2024,C0282,P0390,S022,In-Store,3.00,178.02,0.10,480.65
O01618,9/6/2024,C0396,P0628,S008,In-Store,2.00,112.51,0.05,213.77
O01619,11/29/2023,C0265,P0153,S049,In-Store,2.00,56.67,0.05,107.67
O01620,6/16/2024,C0493,P0110,S023,In-Store,2.00,280.19,0.05,532.36
O01621,2/28/2025,C0570,P1013,,Online,2.00,325.64,0.05,618.72
O01622,9/29/2023,C0062,P0907,S005,In-Store,3.00,221.46,0.20,531.5
O01623,8/21/2024,C0604,P0045,S008,In-Store,1.00,198.66,0.05,188.73
O01624,3/21/2024,C0543,P0219,S016,In-Store,1.00,125.63,0.05,119.35
O01625,7/9/2024,C0700,P0015,,Online,1.00,157.98,0.10,142.18
O01626,4/6/2025,C0060,P0255,,Online,2.00,21.15,0.10,38.07
O01627,4/6/2025,C0415,P1016,S049,In-Store,3.00,321.00,0.20,770.4
O01628,4/13/2024,C0636,P0631,S023,In-Store,1.00,30.95,0.20,24.76
O01629,5/12/2024,C0797,P0712,S027,In-Store,1.00,124.00,0.05,117.8
O01630,9/26/2023,C0257,P0982,S008,In-Store,1.00,83.76,0.10,75.38
O01631,10/6/2024,C0002,P0226,,Online,2.00,122.21,0.00,244.42
O01632,3/20/2024,C0396,P1053,,Online,2.00,94.13,0.05,178.85
O01633,3/15/2024,C0754,P0844,S006,In-Store,2.00,106.04,0.20,169.66
O01634,5/5/2024,C0781,P0184,S027,In-Store,1.00,207.61,0.00,207.61
O01635,2/1/2024,C0529,P0199,S042,In-Store,1.00,115.92,0.10,104.33
O01636,3/8/2025,C0151,P0093,,Online,2.00,243.56,0.00,487.12
O01637,9/10/2023,C0721,P0124,S012,In-Store,1.00,76.70,0.00,76.7
O01638,3/1/2025,C0104,P0504,,Online,4.00,23.22,0.05,88.24
O01639,4/25/2024,C0048,P0589,S033,In-Store,2.00,138.70,0.10,249.66
O01640,12/28/2023,C0204,P0820,,Online,1.00,310.73,0.05,295.19
O01641,11/30/2024,C0578,P0891,,Online,1.00,183.58,0.10,165.22
O01642,1/10/2024,C0720,P0879,S031,In-Store,1.00,168.21,0.00,168.21
O01643,2/16/2025,C0574,P0011,S042,In-Store,1.00,144.13,0.05,136.92
O01644,6/15/2023,C0160,P0900,S053,In-Store,3.00,18.92,0.20,45.41
O01645,4/16/2024,C0447,P0304,,Online,2.00,138.55,0.00,277.1
O01646,5/2/2023,C0141,P0972,,Online,1.00,113.58,0.00,113.58
O01647,10/20/2023,C0412,P0849,S019,In-Store,3.00,111.61,0.10,301.35
O01648,3/2/2025,C0025,P0138,S003,In-Store,2.00,87.06,0.20,139.3
O01649,1/26/2024,C0682,P0957,,Online,2.00,264.21,0.10,475.58
O01650,8/30/2023,C0766,P0537,S034,In-Store,1.00,101.98,0.00,101.98
O01651,4/11/2023,C0576,P0552,S020,In-Store,2.00,167.38,0.05,318.02
O01652,10/25/2023,C0724,P0134,S011,In-Store,2.00,249.13,0.00,498.26
O01653,6/15/2024,C0623,P1027,,Online,1.00,110.09,0.10,99.08
O01654,2/17/2025,C0612,P1017,S025,In-Store,4.00,212.78,0.20,680.9
O01655,5/8/2023,C0663,P0133,,Online,3.00,50.24,0.20,120.58
O01656,8/29/2024,C0424,P0782,S047,In-Store,1.00,43.61,0.10,39.25
O01657,6/13/2023,C0391,P0203,,Online,1.00,259.84,0.20,207.87
O01658,3/4/2025,C0050,P0993,S017,In-Store,2.00,170.79,0.05,324.5
O01659,8/26/2023,C0178,P0660,S013,In-Store,2.00,161.23,0.10,290.21
O01660,6/5/2024,C0116,P0913,S004,In-Store,2.00,211.23,0.10,380.21
O01661,4/21/2023,C0441,P0285,,Online,2.00,86.63,0.20,138.61
O01662,10/10/2024,C0471,P1107,S006,In-Store,2.00,333.55,0.00,667.1
O01663,10/14/2023,C0162,P0056,S042,In-Store,3.00,103.48,0.10,279.4
O01664,7/6/2023,C0558,P0171,,Online,2.00,268.46,0.20,429.54
O01665,3/11/2024,C0114,P0171,S001,In-Store,1.00,268.46,0.10,241.61
O01666,6/26/2024,C0520,P0062,S054,In-Store,3.00,234.63,0.00,703.89
O01667,3/10/2024,C0408,P0532,S008,In-Store,3.00,49.14,0.05,140.05
O01668,7/5/2023,C0462,P0729,S047,In-Store,5.00,183.66,0.05,872.38
O01669,3/5/2025,C0450,P1038,S059,In-Store,1.00,95.34,0.00,95.34
O01670,7/27/2023,C0063,P0052,,Online,2.00,95.71,0.00,191.42
O01671,1/14/2025,C0327,P0969,S053,In-Store,1.00,171.98,0.05,163.38
O01672,10/3/2024,C0389,P1153,,Online,2.00,152.80,0.20,244.48
O01673,12/29/2024,C0663,P0172,S032,In-Store,1.00,89.42,0.20,71.54
O01674,11/1/2024,C0604,P0553,S038,In-Store,3.00,31.56,0.20,75.74
O01675,4/19/2024,C0516,P0308,S048,In-Store,1.00,53.99,0.20,43.19
O01676,5/25/2023,C0686,P0977,S003,In-Store,1.00,17.00,0.10,15.3
O01677,7/12/2023,C0363,P0469,S016,In-Store,1.00,116.24,0.00,116.24
O01678,7/25/2024,C0433,P0230,S002,In-Store,1.00,73.43,0.20,58.74
O01679,9/16/2024,C0657,P0508,,Online,2.00,35.78,0.10,64.4
O01680,7/30/2023,C0707,P1132,S021,In-Store,1.00,117.68,0.20,94.14
O01681,4/8/2024,C0797,P0942,S054,In-Store,2.00,193.87,0.20,310.19
O01682,1/20/2024,C0655,P0092,S059,In-Store,1.00,210.05,0.20,168.04
O01683,12/8/2023,C0289,P0770,S015,In-Store,1.00,221.83,0.10,199.65
O01684,4/29/2023,C0439,P0052,,Online,3.00,95.71,0.10,258.42
O01685,8/4/2023,C0454,P0023,,Online,2.00,97.03,0.10,174.65
O01686,5/19/2024,C0145,P0327,S022,In-Store,1.00,277.77,0.05,263.88
O01687,10/1/2024,C0416,P0563,S008,In-Store,1.00,45.12,0.00,45.12
O01688,4/23/2024,C0587,P0454,,Online,2.00,57.81,0.20,92.5
O01689,6/12/2024,C0513,P0466,S056,In-Store,2.00,135.41,0.20,216.66
O01690,11/4/2023,C0264,P0809,S048,In-Store,1.00,127.42,0.20,101.94
O01691,3/28/2025,C0069,P0870,,Online,2.00,168.73,0.00,337.46
O01692,11/9/2024,C0075,P0439,S007,In-Store,1.00,79.07,0.05,75.12
O01693,12/26/2024,C0773,P0334,,In-Store,1.00,135.83,0.05,129.04
O01694,10/12/2024,C0110,P0476,,Online,1.00,52.23,0.20,41.78
O01695,9/22/2023,C0349,P0382,S002,In-Store,2.00,27.14,0.10,48.85
O01696,7/25/2024,C0523,P0193,S049,In-Store,2.00,62.96,0.00,125.92
O01697,2/24/2024,C0368,P0570,S031,In-Store,1.00,245.40,0.05,233.13
O01698,10/29/2024,C0631,P0199,S041,In-Store,1.00,115.92,0.00,115.92
O01699,1/4/2024,C0713,P0592,,Online,2.00,57.43,0.20,91.89
O01700,4/24/2024,C0064,P0962,S030,In-Store,1.00,166.96,0.00,166.96
O01701,3/15/2024,C0129,P0529,S036,In-Store,1.00,135.66,0.00,135.66
O01702,6/17/2024,C0746,P0005,S029,In-Store,1.00,112.55,0.05,106.92
O01703,7/22/2024,C0081,P0906,,Online,2.00,269.33,0.00,538.66
O01704,5/12/2023,C0334,P0378,S040,In-Store,1.00,99.58,0.20,79.66
O01705,3/21/2024,C0559,P0864,,In-Store,1.00,113.48,0.05,107.81
O01706,9/15/2024,C0595,P0810,S035,In-Store,4.00,235.44,0.20,753.41
O01707,5/8/2024,C0518,P0780,S044,In-Store,1.00,253.19,0.00,253.19
O01708,2/1/2025,C0602,P0534,S051,In-Store,1.00,53.64,0.00,53.64
O01709,9/20/2024,C0628,P0276,S043,In-Store,2.00,112.54,0.05,213.83
O01710,7/16/2024,C0703,P0978,S015,In-Store,1.00,219.94,0.20,175.95
O01711,12/30/2023,C0045,P0719,,Online,1.00,330.88,0.20,264.7
O01712,1/29/2025,C0699,P0126,,Online,1.00,201.02,0.20,160.82
O01713,10/22/2024,C0321,P0509,S045,In-Store,1.00,222.66,0.05,211.53
O01714,2/6/2025,C0593,P0532,S038,In-Store,3.00,49.14,0.00,147.42
O01715,7/24/2024,C0007,P0100,,Online,2.00,31.75,0.10,57.15
O01716,10/10/2023,C0305,P1086,S016,In-Store,2.00,80.63,0.05,153.2
O01717,12/3/2023,C0385,P0768,S017,In-Store,1.00,246.33,0.20,197.06
O01718,2/5/2024,C0420,P0102,S027,In-Store,1.00,221.14,0.10,199.03
O01719,10/16/2023,C0572,P0636,S055,In-Store,1.00,168.98,0.10,152.08
O01720,2/6/2024,C0453,P0696,S001,In-Store,1.00,157.70,0.20,126.16
O01721,2/3/2025,C0315,P0653,S012,In-Store,2.00,62.89,0.00,125.78
O01722,8/4/2024,C0248,P0756,,Online,2.00,338.92,0.20,542.27
O01723,1/30/2025,C0396,P0267,S011,In-Store,1.00,349.07,0.20,279.26
O01724,6/21/2024,C0296,P0110,,Online,1.00,280.19,0.10,252.17
O01725,8/30/2024,C0355,P0468,S000,In-Store,1.00,146.22,0.20,116.98
O01726,7/1/2024,C0191,P0242,,Online,2.00,138.25,0.10,248.85
O01727,11/17/2024,C0780,P0925,S056,In-Store,2.00,65.74,0.20,105.18
O01728,10/8/2023,C0485,P0636,S048,In-Store,1.00,168.98,0.10,152.08
O01729,9/21/2023,C0399,P0056,,Online,2.00,103.48,0.05,196.61
O01730,8/28/2023,C0102,P0189,S054,In-Store,2.00,177.09,0.10,318.76
O01731,2/25/2024,C0529,P0795,S000,In-Store,1.00,255.38,0.00,255.38
O01732,1/23/2024,C0602,P1057,S030,In-Store,2.00,176.53,0.20,282.45
O01733,2/3/2024,C0130,P0401,S011,In-Store,4.00,93.92,0.10,338.11
O01734,2/10/2024,C0526,P0027,S017,In-Store,1.00,236.79,0.20,189.43
O01735,4/30/2024,C0735,P0836,S054,In-Store,2.00,60.54,0.05,115.03
O01736,7/17/2024,C0435,P0155,,Online,1.00,114.52,0.00,114.52
O01737,8/15/2024,C0054,P0417,,In-Store,2.00,56.54,0.20,90.46
O01738,11/11/2023,C0440,P0708,S046,In-Store,2.00,157.48,0.20,251.97
O01739,11/19/2023,C0545,P0098,S022,In-Store,2.00,120.73,0.05,229.39
O01740,3/11/2025,C0271,P1052,,Online,1.00,190.93,0.05,181.38
O01741,6/20/2024,C0570,P0476,S056,In-Store,2.00,52.23,0.10,94.01
O01742,1/8/2024,C0770,P0549,,Online,3.00,8.95,0.20,21.48
O01743,9/9/2024,C0668,P0752,,Online,2.00,273.69,0.20,437.9
O01744,1/9/2025,C0149,P0403,S004,In-Store,2.00,115.91,0.00,231.82
O01745,1/27/2024,C0198,P0315,S028,In-Store,1.00,193.09,0.10,173.78
O01746,2/7/2025,C0629,P1006,S039,In-Store,2.00,262.46,0.00,524.92
O01747,4/12/2024,C0792,P0815,S015,In-Store,2.00,186.83,0.10,336.29
O01748,8/1/2024,C0694,P0340,S001,In-Store,1.00,68.28,0.05,64.87
O01749,7/7/2023,C0568,P1103,S010,In-Store,2.00,180.59,0.00,361.18
O01750,4/5/2025,C0362,P0025,S003,In-Store,1.00,83.70,0.00,83.7
O01751,9/21/2023,C0396,P0505,S016,In-Store,1.00,231.34,0.10,208.21
O01752,2/5/2024,C0199,P0067,S050,In-Store,2.00,310.89,0.05,590.69
O01753,3/30/2024,C0558,P1030,S017,In-Store,2.00,115.95,0.05,220.31
O01754,1/13/2025,C0235,P0625,,Online,1.00,249.56,0.00,249.56
O01755,5/21/2023,C0732,P0811,S032,In-Store,3.00,13.23,0.10,35.72
O01756,7/9/2023,C0068,P0870,S011,In-Store,2.00,168.73,0.10,303.71
O01757,7/10/2024,C0686,P0736,,Online,1.00,62.18,0.20,49.74
O01758,7/9/2023,C0544,P0430,S056,In-Store,1.00,126.13,0.10,113.52
O01759,8/13/2024,C0486,P0445,S050,In-Store,1.00,35.94,0.00,35.94
O01760,11/26/2024,C0702,P0656,,Online,1.00,192.95,0.00,192.95
O01761,8/4/2023,C0467,P1028,S016,In-Store,2.00,233.27,0.20,373.23
O01762,10/15/2023,C0581,P1186,S037,In-Store,1.00,227.61,0.05,216.23
O01763,1/25/2025,C0782,P0124,S020,In-Store,1.00,76.70,0.20,61.36
O01764,6/27/2024,C0136,P0981,,Online,1.00,11.42,0.20,9.14
O01765,8/9/2023,C0259,P0771,,Online,1.00,155.11,0.00,155.11
O01766,4/21/2023,C0612,P1106,S024,In-Store,2.00,88.10,0.10,158.58
O01767,3/31/2025,C0135,P0417,S041,In-Store,1.00,56.54,0.05,53.71
O01768,2/7/2025,C0166,P1067,,Online,3.00,301.78,0.00,905.34
O01769,7/31/2023,C0115,P1125,S025,In-Store,1.00,90.35,0.05,85.83
O01770,3/20/2024,C0580,P0430,S033,In-Store,3.00,126.13,0.00,378.39
O01771,4/13/2023,C0570,P0434,,Online,1.00,257.40,0.00,257.4
O01772,9/27/2024,C0119,P0030,,Online,2.00,132.50,0.05,251.75
O01773,12/4/2023,C0016,P0129,S024,In-Store,2.00,27.78,0.20,44.45
O01774,1/10/2024,C0117,P0092,S032,In-Store,3.00,210.05,0.20,504.12
O01775,9/11/2023,C0124,P0022,S052,In-Store,1.00,124.36,0.10,111.92
O01776,9/8/2023,C0392,P0190,,Online,1.00,232.24,0.05,220.63
O01777,12/25/2024,C0296,P0653,S041,In-Store,3.00,62.89,0.00,188.67
O01778,1/3/2025,C0773,P0097,S017,In-Store,1.00,134.83,0.20,107.86
O01779,10/15/2024,C0784,P1127,S012,In-Store,2.00,119.95,0.10,215.91
O01780,7/16/2023,C0602,P0647,S050,In-Store,3.00,139.35,0.00,418.05
O01781,4/8/2024,C0203,P0034,S048,In-Store,1.00,189.42,0.20,151.54
O01782,6/20/2024,C0003,P0757,S017,In-Store,2.00,88.95,0.10,160.11
O01783,6/11/2023,C0602,P0776,S004,In-Store,1.00,87.71,0.10,78.94
O01784,4/26/2024,C0705,P0094,S057,In-Store,1.00,105.62,0.20,84.5
O01785,11/12/2023,C0094,P0151,,Online,2.00,176.17,0.20,281.87
O01786,6/6/2024,C0306,P0177,S045,In-Store,1.00,128.60,0.05,122.17
O01787,1/7/2024,C0001,P0915,S006,In-Store,1.00,287.43,0.20,229.94
O01788,11/5/2024,C0605,P0550,S030,In-Store,3.00,142.36,0.00,427.08
O01789,2/15/2025,C0015,P0752,S048,In-Store,2.00,273.69,0.05,520.01
O01790,7/13/2023,C0561,P0414,,Online,1.00,162.49,0.05,154.37
O01791,4/11/2024,C0743,P1162,S025,In-Store,2.00,199.19,0.05,378.46
O01792,6/11/2023,C0470,P0031,S034,In-Store,1.00,340.18,0.20,272.14
O01793,5/7/2023,C0532,P1158,,Online,3.00,275.48,0.20,661.15
O01794,12/31/2024,C0074,P0745,,Online,1.00,16.81,0.20,13.45
O01795,8/14/2024,C0464,P0158,S057,In-Store,2.00,106.61,0.20,170.58
O01796,1/15/2025,C0608,P0484,,Online,3.00,130.78,0.00,392.34
O01797,1/14/2025,C0718,P0734,S040,In-Store,1.00,33.37,0.05,31.7
O01798,12/9/2023,C0309,P0161,S000,In-Store,3.00,351.88,0.10,950.08
O01799,2/28/2024,C0074,P0944,S032,In-Store,1.00,64.12,0.10,57.71
O01800,12/16/2024,C0120,P0943,S018,In-Store,3.00,181.12,0.00,543.36
O01801,2/11/2024,C0141,P0999,,Online,1.00,185.46,0.05,176.19
O01802,8/13/2024,C0098,P1109,,In-Store,1.00,200.18,0.05,190.17
O01803,4/7/2025,C0623,P0528,S008,In-Store,1.00,102.08,0.20,81.66
O01804,5/9/2024,C0166,P0288,S030,In-Store,1.00,281.92,0.10,253.73
O01805,5/27/2023,C0076,P0920,,Online,1.00,238.75,0.10,214.88
O01806,4/19/2023,C0375,P0545,S006,In-Store,1.00,124.94,0.10,112.45
O01807,12/14/2023,C0381,P0995,S002,In-Store,1.00,177.45,0.10,159.7
O01808,9/16/2023,C0517,P0258,,Online,2.00,52.40,0.05,99.56
O01809,9/14/2024,C0375,P1017,S045,In-Store,2.00,212.78,0.00,425.56
O01810,4/29/2024,C0050,P0129,S014,In-Store,2.00,27.78,0.10,50
O01811,6/12/2024,C0054,P0940,,Online,1.00,21.41,0.05,20.34
O01812,10/16/2023,C0481,P0363,S058,In-Store,1.00,382.32,0.10,344.09
O01813,9/8/2024,C0631,P0573,,Online,3.00,40.64,0.00,121.92
O01814,2/28/2025,C0667,P1058,,Online,1.00,219.39,0.10,197.45
O01815,9/11/2024,C0246,P0184,,Online,3.00,207.61,0.20,498.26
O01816,3/7/2025,C0555,P0764,,Online,1.00,241.25,0.00,241.25
O01817,9/15/2023,C0359,P1151,S048,In-Store,2.00,258.14,0.00,516.28
O01818,11/5/2024,C0588,P0761,S039,In-Store,3.00,240.31,0.05,684.88
O01819,4/26/2024,C0111,P0176,S027,In-Store,3.00,273.81,0.00,821.43
O01820,7/15/2023,C0044,P0742,,Online,1.00,237.50,0.20,190
O01821,5/12/2023,C0583,P0278,,Online,1.00,267.49,0.00,267.49
O01822,2/11/2025,C0440,P0111,S000,In-Store,1.00,184.61,0.00,184.61
O01823,1/3/2024,C0262,P0177,S036,In-Store,2.00,128.60,0.10,231.48
O01824,12/5/2024,C0335,P0600,,Online,2.00,221.76,0.05,421.34
O01825,3/19/2025,C0534,P0959,S035,In-Store,2.00,56.21,0.05,106.8
O01826,11/8/2023,C0422,P0705,,Online,2.00,198.93,0.10,358.07
O01827,8/7/2024,C0483,P0236,S046,In-Store,3.00,196.93,0.00,590.79
O01828,9/20/2024,C0059,P1054,S030,In-Store,2.00,193.12,0.05,366.93
O01829,12/5/2023,C0551,P0169,,Online,2.00,87.14,0.00,174.28
O01830,11/21/2023,C0340,P0092,,Online,1.00,210.05,0.20,168.04
O01831,9/21/2023,C0187,P0140,S018,In-Store,1.00,187.12,0.05,177.76
O01832,7/24/2024,C0396,P0737,S033,In-Store,2.00,121.72,0.05,231.27
O01833,7/22/2024,C0155,P0861,S025,In-Store,1.00,201.10,0.10,180.99
O01834,1/13/2025,C0445,P0079,S028,In-Store,1.00,260.43,0.05,247.41
O01835,5/6/2024,C0224,P0514,S059,In-Store,2.00,104.99,0.05,199.48
O01836,1/30/2024,C0181,P0651,S024,In-Store,1.00,315.36,0.10,283.82
O01837,11/8/2023,C0141,P1106,,Online,3.00,88.10,0.10,237.87
O01838,5/7/2024,C0454,P0566,S025,In-Store,2.00,10.71,0.10,19.28
O01839,7/26/2023,C0343,P0721,,Online,1.00,255.39,0.20,204.31
O01840,4/3/2025,C0578,P0374,S000,In-Store,2.00,190.53,0.00,381.06
